session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch
528dc7eb-03b4-4ca6-b391-ed900e69bf2d	2026-05-12T09:14:00+08:00	-home-ant-code-java-scrm-api	glm-5.1	4684	44	52552	10647	2892544	0	feature/scrm/9.4
ddd2ca94-1ed6-422c-a7e3-4f5a5877e983	2026-05-12T00:30:55.618Z	xueqiu-crawler	glm-5.1	32688	623	1016768	67350	45280768	0	main
82b7a890-679d-4f02-8c20-4d9e9548e153	2026-05-12T10:03:07+08:00	-home-ant-code-java-scrm-api	glm-5.1	2613	73	219298	15361	5276928	0	dev
a2a97e5f-1f8d-4097-8821-218d7aed8c2e	2026-05-12T02:45:53.248Z	scrm-api	glm-5.1	11138	152	255062	16513	6552704	0	feature/scrm/9.4
f290886b-1fae-4f10-a4e0-679c2d2ae115	2026-05-12T18:10:17+08:00	-home-ant-blog-saveole-github-io	glm-5.1	1931	21	50342	8357	822080	0	main
56e0c967-7d36-40cf-822e-c245004c5764	2026-05-12T17:59:17+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	195	8	10522	470	218688	0	main
25f1ec83-3eca-4cc0-bd82-b4276569f498	2026-05-12T20:06:45+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	6654	115	141539	34391	8637312	0	main
8ea163b7-a817-481a-9978-03ee3c2ff463	2026-05-12T20:23:20+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	36	5	19693	726	125376	0	main
40e4414a-0bc4-4b0c-9407-db9f06205dba	2026-05-12T20:23:48+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	543	14	79164	6927	733696	0	main
af37c26e-e223-4377-8bb4-98494f73efa7	2026-05-12T20:26:55+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	162	8	19338	3361	288960	0	main
2f093b93-c2fb-44c5-b550-1036babd7ecc	2026-05-12T20:33:46+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	399	32	32141	4113	1587200	0	main
06fd7510-c698-4648-b152-22adb8691106	2026-05-12T20:35:31+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	78	4	11425	1257	115200	0	main
18a40101-b431-4f46-8dce-652ea472d726	2026-05-12T20:59:37+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	1433	37	90752	16742	2289920	0	main
0683b8de-3b30-4d95-96ec-14a7eecead43	2026-05-12T21:15:33+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	281	7	21327	6659	233536	0	main
72427a53-ec0f-4d50-97ee-1083438e58fe	2026-05-12T13:06:04.539Z	xueqiu-crawler	glm-5.1	211	18	17830	2515	195584	0	main
954f77e5-4779-45f0-be0d-ddd7f6aa6a83	2026-05-12T13:00:47.410Z	xueqiu-crawler	glm-5.1	288	28	18499	5169	493376	0	main
ba139c6b-d11c-4d61-b254-a0b3ece068fb	2026-05-12T21:23:28+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	460	39	33409	9467	1804608	0	main
