session_id	timestamp	project	model	duration_seconds	message_count	tokens_input	tokens_output	tokens_cache_read	tokens_cache_creation	git_branch
5c88d8a5-ef60-4236-be3d-c27e6aaebf60	2026-05-14T08:06:07+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	955	12	49760	7304	623168	0	main
225b874b-9963-4c0c-9a3b-a31ae74e6f58	2026-05-14T08:09:16+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	167	10	33234	4272	348096	0	main
630d4c9e-e837-44cc-a555-4ca4d44aa915	2026-05-14T08:14:53+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	323	41	36162	8557	2075840	0	main
b7b88296-85a7-4e69-98b6-6c6831cacaca	2026-05-14T08:19:48+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	280	11	31661	11358	491584	0	main
1273bf4e-dbea-44ac-916f-0257997fbee4	2026-05-14T08:27:47+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	468	32	47593	17247	1923584	0	main
db7ee55c-ed12-49c1-b631-88620afe92dd	2026-05-14T08:30:23+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	140	7	16139	3886	235008	0	main
a7d0eaf4-422f-45b8-bde2-fa2f5ea529c5	2026-05-14T08:39:33+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	530	45	41145	15180	2364544	0	main
680b048f-b72b-4e5a-a731-d0fbb70c8709	2026-05-14T08:41:52+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	104	7	31503	3612	224384	0	main
a63a0732-95c2-4ddf-a4b5-b36d9cc71e76	2026-05-14T08:47:02+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	299	32	35427	8441	1607808	0	main
23747b4c-ae0d-44cf-82b3-89271a55b6a3	2026-05-14T09:18:30+08:00	-home-ant-projects-boss-crawler	glm-5.1	4880	33	38721	9733	1481856	0	HEAD
cff994e9-c744-4a65-92a2-80aa0a88db0f	2026-05-14T09:20:27+08:00	-home-ant-projects-xueqiu-crawler	glm-5.1	595	18	25053	2820	561856	0	main
1591fb8b-3dda-49a4-b49c-a65a8a89392e	2026-05-14T09:29:20+08:00	-home-ant-projects-boss-crawler	glm-5.1	460	11	59624	8364	450048	0	HEAD
ba535b7b-4477-4297-8585-eb1cc778fd50	2026-05-14T09:31:38+08:00	-home-ant-projects-boss-crawler	glm-5.1	119	7	13610	3575	210816	0	master
